id,name,type,year,variable,value
0500000US13061,"Clay County, Georgia",county,2012,percent_high_school_graduate_or_higher,75.8
0500000US17025,"Clay County, Illinois",county,2015,percent_high_school_graduate_or_higher,88
0500000US17025,"Clay County, Illinois",county,2010,percent_high_school_graduate_or_higher,86.2
0500000US17025,"Clay County, Illinois",county,2014,percent_high_school_graduate_or_higher,87.3
0500000US17025,"Clay County, Illinois",county,2012,percent_high_school_graduate_or_higher,87.5
0500000US18021,"Clay County, Indiana",county,2015,percent_high_school_graduate_or_higher,87.3
0500000US18021,"Clay County, Indiana",county,2012,percent_high_school_graduate_or_higher,87.2
0500000US19041,"Clay County, Iowa",county,2016,percent_high_school_graduate_or_higher,93.2
0500000US19041,"Clay County, Iowa",county,2015,percent_high_school_graduate_or_higher,93.3
0500000US19041,"Clay County, Iowa",county,2012,percent_high_school_graduate_or_higher,92.9
0500000US19041,"Clay County, Iowa",county,2014,percent_high_school_graduate_or_higher,93.6
0500000US20027,"Clay County, Kansas",county,2015,percent_high_school_graduate_or_higher,96.3
0500000US20027,"Clay County, Kansas",county,2016,percent_high_school_graduate_or_higher,93.8
0500000US21051,"Clay County, Kentucky",county,2016,percent_high_school_graduate_or_higher,63.7
0500000US21051,"Clay County, Kentucky",county,2015,percent_high_school_graduate_or_higher,63.7
0500000US21051,"Clay County, Kentucky",county,2010,percent_high_school_graduate_or_higher,58.9
0500000US21051,"Clay County, Kentucky",county,2011,percent_high_school_graduate_or_higher,59.7
0500000US21051,"Clay County, Kentucky",county,2012,percent_high_school_graduate_or_higher,62.1
0500000US21051,"Clay County, Kentucky",county,2014,percent_high_school_graduate_or_higher,64.3
0500000US27027,"Clay County, Minnesota",county,2016,percent_high_school_graduate_or_higher,94.4
0500000US27027,"Clay County, Minnesota",county,2015,percent_high_school_graduate_or_higher,93.9
0500000US27027,"Clay County, Minnesota",county,2012,percent_high_school_graduate_or_higher,93.4
0500000US28025,"Clay County, Mississippi",county,2015,percent_high_school_graduate_or_higher,78.6
0500000US28025,"Clay County, Mississippi",county,2016,percent_high_school_graduate_or_higher,78.8
0500000US28025,"Clay County, Mississippi",county,2011,percent_high_school_graduate_or_higher,79.9
0500000US28025,"Clay County, Mississippi",county,2010,percent_high_school_graduate_or_higher,78.4
0500000US29047,"Clay County, Missouri",county,2015,percent_high_school_graduate_or_higher,92
0500000US29047,"Clay County, Missouri",county,2016,percent_high_school_graduate_or_higher,92.7
0500000US31035,"Clay County, Nebraska",county,2016,percent_high_school_graduate_or_higher,89.6
0500000US31035,"Clay County, Nebraska",county,2015,percent_high_school_graduate_or_higher,89.2
0500000US31035,"Clay County, Nebraska",county,2010,percent_high_school_graduate_or_higher,89.7
0500000US37043,"Clay County, North Carolina",county,2016,percent_high_school_graduate_or_higher,88
0500000US37043,"Clay County, North Carolina",county,2010,percent_high_school_graduate_or_higher,83
0500000US37043,"Clay County, North Carolina",county,2012,percent_high_school_graduate_or_higher,85.9
0500000US46027,"Clay County, South Dakota",county,2016,percent_high_school_graduate_or_higher,94.8
0500000US46027,"Clay County, South Dakota",county,2015,percent_high_school_graduate_or_higher,95.7
0500000US46027,"Clay County, South Dakota",county,2010,percent_high_school_graduate_or_higher,90.6
0500000US46027,"Clay County, South Dakota",county,2014,percent_high_school_graduate_or_higher,95.7
0500000US47027,"Clay County, Tennessee",county,2016,percent_high_school_graduate_or_higher,76.3
0500000US47027,"Clay County, Tennessee",county,2015,percent_high_school_graduate_or_higher,75.6
0500000US48077,"Clay County, Texas",county,2016,percent_high_school_graduate_or_higher,89.3
0500000US48077,"Clay County, Texas",county,2015,percent_high_school_graduate_or_higher,88.8
0500000US48077,"Clay County, Texas",county,2011,percent_high_school_graduate_or_higher,88.3
0500000US54015,"Clay County, West Virginia",county,2012,percent_high_school_graduate_or_higher,69.3
0500000US54015,"Clay County, West Virginia",county,2011,percent_high_school_graduate_or_higher,69.8
0500000US13063,"Clayton County, Georgia",county,2016,percent_high_school_graduate_or_higher,83.6
0500000US13063,"Clayton County, Georgia",county,2015,percent_high_school_graduate_or_higher,82.5
0500000US13063,"Clayton County, Georgia",county,2011,percent_high_school_graduate_or_higher,82.1
0500000US13063,"Clayton County, Georgia",county,2014,percent_high_school_graduate_or_higher,81.8
0500000US19043,"Clayton County, Iowa",county,2016,percent_high_school_graduate_or_higher,91
0500000US19043,"Clayton County, Iowa",county,2015,percent_high_school_graduate_or_higher,91.9
0500000US08019,"Clear Creek County, Colorado",county,2015,percent_high_school_graduate_or_higher,96.8
0500000US08019,"Clear Creek County, Colorado",county,2016,percent_high_school_graduate_or_higher,96.9
0500000US42033,"Clearfield County, Pennsylvania",county,2016,percent_high_school_graduate_or_higher,87.1
0500000US42033,"Clearfield County, Pennsylvania",county,2015,percent_high_school_graduate_or_higher,87.1
0500000US42033,"Clearfield County, Pennsylvania",county,2011,percent_high_school_graduate_or_higher,86
0500000US42033,"Clearfield County, Pennsylvania",county,2014,percent_high_school_graduate_or_higher,87.2
0500000US16035,"Clearwater County, Idaho",county,2016,percent_high_school_graduate_or_higher,87.9
0500000US16035,"Clearwater County, Idaho",county,2015,percent_high_school_graduate_or_higher,86.4
0500000US16035,"Clearwater County, Idaho",county,2014,percent_high_school_graduate_or_higher,85.7
0500000US27029,"Clearwater County, Minnesota",county,2015,percent_high_school_graduate_or_higher,86.6
0500000US27029,"Clearwater County, Minnesota",county,2016,percent_high_school_graduate_or_higher,86.5
0500000US27029,"Clearwater County, Minnesota",county,2011,percent_high_school_graduate_or_higher,84.6
0500000US27029,"Clearwater County, Minnesota",county,2014,percent_high_school_graduate_or_higher,85.8
0500000US01029,"Cleburne County, Alabama",county,2016,percent_high_school_graduate_or_higher,74.2
0500000US01029,"Cleburne County, Alabama",county,2015,percent_high_school_graduate_or_higher,75.1
0500000US01029,"Cleburne County, Alabama",county,2010,percent_high_school_graduate_or_higher,70.3
0500000US01029,"Cleburne County, Alabama",county,2014,percent_high_school_graduate_or_higher,75.3
0500000US01029,"Cleburne County, Alabama",county,2012,percent_high_school_graduate_or_higher,74.2
0500000US05023,"Cleburne County, Arkansas",county,2016,percent_high_school_graduate_or_higher,83.3
0500000US05023,"Cleburne County, Arkansas",county,2010,percent_high_school_graduate_or_higher,79.1
0500000US05023,"Cleburne County, Arkansas",county,2011,percent_high_school_graduate_or_higher,81.5
0500000US05023,"Cleburne County, Arkansas",county,2014,percent_high_school_graduate_or_higher,84.6
0500000US39025,"Clermont County, Ohio",county,2016,percent_high_school_graduate_or_higher,89.6
0500000US39025,"Clermont County, Ohio",county,2015,percent_high_school_graduate_or_higher,89.5
0500000US39025,"Clermont County, Ohio",county,2011,percent_high_school_graduate_or_higher,87.4
0500000US05025,"Cleveland County, Arkansas",county,2015,percent_high_school_graduate_or_higher,86.2
0500000US05025,"Cleveland County, Arkansas",county,2011,percent_high_school_graduate_or_higher,85.5
0500000US05025,"Cleveland County, Arkansas",county,2014,percent_high_school_graduate_or_higher,84.9
0500000US37045,"Cleveland County, North Carolina",county,2015,percent_high_school_graduate_or_higher,82.4
0500000US37045,"Cleveland County, North Carolina",county,2016,percent_high_school_graduate_or_higher,83.5
0500000US37045,"Cleveland County, North Carolina",county,2012,percent_high_school_graduate_or_higher,80.8
0500000US40027,"Cleveland County, Oklahoma",county,2015,percent_high_school_graduate_or_higher,91.2
0500000US40027,"Cleveland County, Oklahoma",county,2012,percent_high_school_graduate_or_higher,90.9
0500000US13065,"Clinch County, Georgia",county,2016,percent_high_school_graduate_or_higher,76.4
0500000US13065,"Clinch County, Georgia",county,2015,percent_high_school_graduate_or_higher,73.2
0500000US17027,"Clinton County, Illinois",county,2015,percent_high_school_graduate_or_higher,89.6
0500000US17027,"Clinton County, Illinois",county,2016,percent_high_school_graduate_or_higher,89.4
0500000US17027,"Clinton County, Illinois",county,2010,percent_high_school_graduate_or_higher,85.8
0500000US17027,"Clinton County, Illinois",county,2011,percent_high_school_graduate_or_higher,88.1
0500000US17027,"Clinton County, Illinois",county,2012,percent_high_school_graduate_or_higher,88.4
0500000US18023,"Clinton County, Indiana",county,2015,percent_high_school_graduate_or_higher,86.3
0500000US18023,"Clinton County, Indiana",county,2016,percent_high_school_graduate_or_higher,86.1
0500000US18023,"Clinton County, Indiana",county,2012,percent_high_school_graduate_or_higher,84.2
0500000US18023,"Clinton County, Indiana",county,2011,percent_high_school_graduate_or_higher,82.3
0500000US18023,"Clinton County, Indiana",county,2010,percent_high_school_graduate_or_higher,81.4
0500000US19045,"Clinton County, Iowa",county,2015,percent_high_school_graduate_or_higher,91.5
0500000US19045,"Clinton County, Iowa",county,2016,percent_high_school_graduate_or_higher,91.6
0500000US19045,"Clinton County, Iowa",county,2014,percent_high_school_graduate_or_higher,90.6
0500000US19045,"Clinton County, Iowa",county,2012,percent_high_school_graduate_or_higher,89.5
0500000US21053,"Clinton County, Kentucky",county,2016,percent_high_school_graduate_or_higher,71.2
0500000US21053,"Clinton County, Kentucky",county,2015,percent_high_school_graduate_or_higher,69.6
0500000US21053,"Clinton County, Kentucky",county,2014,percent_high_school_graduate_or_higher,67.7
0500000US26037,"Clinton County, Michigan",county,2016,percent_high_school_graduate_or_higher,93.7
0500000US26037,"Clinton County, Michigan",county,2015,percent_high_school_graduate_or_higher,93.2
0500000US26037,"Clinton County, Michigan",county,2010,percent_high_school_graduate_or_higher,93
0500000US29049,"Clinton County, Missouri",county,2015,percent_high_school_graduate_or_higher,92
0500000US29049,"Clinton County, Missouri",county,2016,percent_high_school_graduate_or_higher,92.5
0500000US29049,"Clinton County, Missouri",county,2011,percent_high_school_graduate_or_higher,89.6
0500000US29049,"Clinton County, Missouri",county,2012,percent_high_school_graduate_or_higher,90.6
0500000US36019,"Clinton County, New York",county,2015,percent_high_school_graduate_or_higher,85.7
0500000US36019,"Clinton County, New York",county,2016,percent_high_school_graduate_or_higher,86.4
0500000US36019,"Clinton County, New York",county,2014,percent_high_school_graduate_or_higher,85.3
0500000US36019,"Clinton County, New York",county,2011,percent_high_school_graduate_or_higher,84.1
0500000US36019,"Clinton County, New York",county,2012,percent_high_school_graduate_or_higher,84.3
0500000US39027,"Clinton County, Ohio",county,2015,percent_high_school_graduate_or_higher,88
0500000US39027,"Clinton County, Ohio",county,2016,percent_high_school_graduate_or_higher,88.5
0500000US39027,"Clinton County, Ohio",county,2012,percent_high_school_graduate_or_higher,87.3
0500000US39027,"Clinton County, Ohio",county,2010,percent_high_school_graduate_or_higher,86.3
0500000US42035,"Clinton County, Pennsylvania",county,2016,percent_high_school_graduate_or_higher,87.6
0500000US42035,"Clinton County, Pennsylvania",county,2015,percent_high_school_graduate_or_higher,87.1
0500000US42035,"Clinton County, Pennsylvania",county,2010,percent_high_school_graduate_or_higher,85.6
0500000US42035,"Clinton County, Pennsylvania",county,2011,percent_high_school_graduate_or_higher,86
0500000US42035,"Clinton County, Pennsylvania",county,2014,percent_high_school_graduate_or_higher,86.9
0500000US20029,"Cloud County, Kansas",county,2016,percent_high_school_graduate_or_higher,92
0500000US20029,"Cloud County, Kansas",county,2015,percent_high_school_graduate_or_higher,91.1
0500000US20029,"Cloud County, Kansas",county,2010,percent_high_school_graduate_or_higher,89.1
0500000US28027,"Coahoma County, Mississippi",county,2016,percent_high_school_graduate_or_higher,77.5
0500000US28027,"Coahoma County, Mississippi",county,2010,percent_high_school_graduate_or_higher,74.2
0500000US28027,"Coahoma County, Mississippi",county,2011,percent_high_school_graduate_or_higher,75
0500000US40029,"Coal County, Oklahoma",county,2015,percent_high_school_graduate_or_higher,82.8
0500000US40029,"Coal County, Oklahoma",county,2016,percent_high_school_graduate_or_higher,82.9
0500000US72043,"Coamo Municipio, Puerto Rico",county,2016,percent_high_school_graduate_or_higher,71.9
0500000US72043,"Coamo Municipio, Puerto Rico",county,2012,percent_high_school_graduate_or_higher,67
0500000US13067,"Cobb County, Georgia",county,2016,percent_high_school_graduate_or_higher,91.2
0500000US13067,"Cobb County, Georgia",county,2015,percent_high_school_graduate_or_higher,91
0500000US13067,"Cobb County, Georgia",county,2011,percent_high_school_graduate_or_higher,90.5
0500000US13067,"Cobb County, Georgia",county,2014,percent_high_school_graduate_or_higher,91
0500000US04003,"Cochise County, Arizona",county,2016,percent_high_school_graduate_or_higher,86.6
0500000US04003,"Cochise County, Arizona",county,2011,percent_high_school_graduate_or_higher,85
0500000US04003,"Cochise County, Arizona",county,2010,percent_high_school_graduate_or_higher,84.8
0500000US48079,"Cochran County, Texas",county,2015,percent_high_school_graduate_or_higher,65.8
0500000US48079,"Cochran County, Texas",county,2016,percent_high_school_graduate_or_higher,70
0500000US48079,"Cochran County, Texas",county,2014,percent_high_school_graduate_or_higher,67.3
0500000US48079,"Cochran County, Texas",county,2012,percent_high_school_graduate_or_higher,67.4
0500000US48079,"Cochran County, Texas",county,2011,percent_high_school_graduate_or_higher,69.3
0500000US47029,"Cocke County, Tennessee",county,2016,percent_high_school_graduate_or_higher,78.8
0500000US04005,"Coconino County, Arizona",county,2016,percent_high_school_graduate_or_higher,88.9
0500000US04005,"Coconino County, Arizona",county,2015,percent_high_school_graduate_or_higher,88.4
0500000US04005,"Coconino County, Arizona",county,2011,percent_high_school_graduate_or_higher,86.8
0500000US46029,"Codington County, South Dakota",county,2016,percent_high_school_graduate_or_higher,91.9
0500000US46029,"Codington County, South Dakota",county,2015,percent_high_school_graduate_or_higher,91.2
0500000US46029,"Codington County, South Dakota",county,2012,percent_high_school_graduate_or_higher,91.2
0500000US01031,"Coffee County, Alabama",county,2015,percent_high_school_graduate_or_higher,84.6
0500000US01031,"Coffee County, Alabama",county,2016,percent_high_school_graduate_or_higher,85.1
0500000US01031,"Coffee County, Alabama",county,2010,percent_high_school_graduate_or_higher,79.3
0500000US01031,"Coffee County, Alabama",county,2014,percent_high_school_graduate_or_higher,83.1
0500000US13069,"Coffee County, Georgia",county,2015,percent_high_school_graduate_or_higher,77.4
0500000US13069,"Coffee County, Georgia",county,2016,percent_high_school_graduate_or_higher,78.7
0500000US13069,"Coffee County, Georgia",county,2011,percent_high_school_graduate_or_higher,73.6
0500000US47031,"Coffee County, Tennessee",county,2015,percent_high_school_graduate_or_higher,84.3
0500000US47031,"Coffee County, Tennessee",county,2016,percent_high_school_graduate_or_higher,85.4
0500000US47031,"Coffee County, Tennessee",county,2010,percent_high_school_graduate_or_higher,81.4
0500000US20031,"Coffey County, Kansas",county,2015,percent_high_school_graduate_or_higher,92.8
0500000US20031,"Coffey County, Kansas",county,2016,percent_high_school_graduate_or_higher,92.7
0500000US20031,"Coffey County, Kansas",county,2014,percent_high_school_graduate_or_higher,92
0500000US48081,"Coke County, Texas",county,2016,percent_high_school_graduate_or_higher,85.3
0500000US48081,"Coke County, Texas",county,2012,percent_high_school_graduate_or_higher,85.5
0500000US48081,"Coke County, Texas",county,2011,percent_high_school_graduate_or_higher,85.8
0500000US01033,"Colbert County, Alabama",county,2016,percent_high_school_graduate_or_higher,83.4
0500000US01033,"Colbert County, Alabama",county,2014,percent_high_school_graduate_or_higher,83.6
0500000US01033,"Colbert County, Alabama",county,2011,percent_high_school_graduate_or_higher,80.8
0500000US29051,"Cole County, Missouri",county,2015,percent_high_school_graduate_or_higher,91.5
0500000US29051,"Cole County, Missouri",county,2014,percent_high_school_graduate_or_higher,90.5
0500000US48083,"Coleman County, Texas",county,2015,percent_high_school_graduate_or_higher,82.2
0500000US48083,"Coleman County, Texas",county,2016,percent_high_school_graduate_or_higher,82.6
0500000US48083,"Coleman County, Texas",county,2010,percent_high_school_graduate_or_higher,77.8
0500000US48083,"Coleman County, Texas",county,2011,percent_high_school_graduate_or_higher,80
0500000US17029,"Coles County, Illinois",county,2011,percent_high_school_graduate_or_higher,89.5
0500000US17029,"Coles County, Illinois",county,2012,percent_high_school_graduate_or_higher,89.2
0500000US31037,"Colfax County, Nebraska",county,2016,percent_high_school_graduate_or_higher,71.5
0500000US31037,"Colfax County, Nebraska",county,2015,percent_high_school_graduate_or_higher,71.9
0500000US31037,"Colfax County, Nebraska",county,2010,percent_high_school_graduate_or_higher,73.2
0500000US31037,"Colfax County, Nebraska",county,2014,percent_high_school_graduate_or_higher,71.9
0500000US35007,"Colfax County, New Mexico",county,2015,percent_high_school_graduate_or_higher,88.6
0500000US35007,"Colfax County, New Mexico",county,2016,percent_high_school_graduate_or_higher,88.7
0500000US35007,"Colfax County, New Mexico",county,2014,percent_high_school_graduate_or_higher,86.9
0500000US35007,"Colfax County, New Mexico",county,2011,percent_high_school_graduate_or_higher,86.5
0500000US45029,"Colleton County, South Carolina",county,2016,percent_high_school_graduate_or_higher,83.6
0500000US45029,"Colleton County, South Carolina",county,2015,percent_high_school_graduate_or_higher,82.2
0500000US45029,"Colleton County, South Carolina",county,2010,percent_high_school_graduate_or_higher,75.3
0500000US45029,"Colleton County, South Carolina",county,2011,percent_high_school_graduate_or_higher,76
0500000US12021,"Collier County, Florida",county,2016,percent_high_school_graduate_or_higher,85.7
0500000US12021,"Collier County, Florida",county,2015,percent_high_school_graduate_or_higher,86
0500000US12021,"Collier County, Florida",county,2012,percent_high_school_graduate_or_higher,85.1
0500000US48085,"Collin County, Texas",county,2015,percent_high_school_graduate_or_higher,93.4
0500000US48085,"Collin County, Texas",county,2016,percent_high_school_graduate_or_higher,93.6
0500000US48085,"Collin County, Texas",county,2012,percent_high_school_graduate_or_higher,93.1
0500000US48085,"Collin County, Texas",county,2011,percent_high_school_graduate_or_higher,92.9
0500000US48087,"Collingsworth County, Texas",county,2015,percent_high_school_graduate_or_higher,78.7
0500000US48087,"Collingsworth County, Texas",county,2016,percent_high_school_graduate_or_higher,77
0500000US48087,"Collingsworth County, Texas",county,2014,percent_high_school_graduate_or_higher,79
0500000US48087,"Collingsworth County, Texas",county,2011,percent_high_school_graduate_or_higher,73.6
0500000US51570,"Colonial Heights city, Virginia",county,2016,percent_high_school_graduate_or_higher,89
0500000US51570,"Colonial Heights city, Virginia",county,2015,percent_high_school_graduate_or_higher,87.9
0500000US48089,"Colorado County, Texas",county,2016,percent_high_school_graduate_or_higher,81.8
0500000US48089,"Colorado County, Texas",county,2014,percent_high_school_graduate_or_higher,81.9
0500000US13071,"Colquitt County, Georgia",county,2016,percent_high_school_graduate_or_higher,72.5
0500000US13071,"Colquitt County, Georgia",county,2015,percent_high_school_graduate_or_higher,72.8
0500000US13071,"Colquitt County, Georgia",county,2011,percent_high_school_graduate_or_higher,71.7
0500000US13071,"Colquitt County, Georgia",county,2010,percent_high_school_graduate_or_higher,71.8
0500000US13071,"Colquitt County, Georgia",county,2012,percent_high_school_graduate_or_higher,71.5
0500000US05027,"Columbia County, Arkansas",county,2015,percent_high_school_graduate_or_higher,84.2
0500000US05027,"Columbia County, Arkansas",county,2016,percent_high_school_graduate_or_higher,85.2
0500000US05027,"Columbia County, Arkansas",county,2011,percent_high_school_graduate_or_higher,84.4
0500000US05027,"Columbia County, Arkansas",county,2014,percent_high_school_graduate_or_higher,84
0500000US12023,"Columbia County, Florida",county,2016,percent_high_school_graduate_or_higher,86.2
0500000US12023,"Columbia County, Florida",county,2015,percent_high_school_graduate_or_higher,85.7
0500000US12023,"Columbia County, Florida",county,2012,percent_high_school_graduate_or_higher,81.1
0500000US12023,"Columbia County, Florida",county,2010,percent_high_school_graduate_or_higher,82
0500000US13073,"Columbia County, Georgia",county,2016,percent_high_school_graduate_or_higher,91.9
0500000US13073,"Columbia County, Georgia",county,2015,percent_high_school_graduate_or_higher,91.8
0500000US13073,"Columbia County, Georgia",county,2011,percent_high_school_graduate_or_higher,90.6
0500000US36021,"Columbia County, New York",county,2015,percent_high_school_graduate_or_higher,88.4
0500000US36021,"Columbia County, New York",county,2016,percent_high_school_graduate_or_higher,88.9
0500000US36021,"Columbia County, New York",county,2014,percent_high_school_graduate_or_higher,87.9
0500000US41009,"Columbia County, Oregon",county,2016,percent_high_school_graduate_or_higher,90.4
0500000US41009,"Columbia County, Oregon",county,2015,percent_high_school_graduate_or_higher,89.7
0500000US41009,"Columbia County, Oregon",county,2011,percent_high_school_graduate_or_higher,88.4
0500000US42037,"Columbia County, Pennsylvania",county,2016,percent_high_school_graduate_or_higher,89
0500000US53013,"Columbia County, Washington",county,2016,percent_high_school_graduate_or_higher,89.9
0500000US53013,"Columbia County, Washington",county,2015,percent_high_school_graduate_or_higher,90.1
0500000US53013,"Columbia County, Washington",county,2011,percent_high_school_graduate_or_higher,87.5
0500000US55021,"Columbia County, Wisconsin",county,2016,percent_high_school_graduate_or_higher,92.8
0500000US55021,"Columbia County, Wisconsin",county,2015,percent_high_school_graduate_or_higher,92.5
0500000US55021,"Columbia County, Wisconsin",county,2012,percent_high_school_graduate_or_higher,91.4
0500000US55021,"Columbia County, Wisconsin",county,2011,percent_high_school_graduate_or_higher,91.2
0500000US39029,"Columbiana County, Ohio",county,2016,percent_high_school_graduate_or_higher,87.6
0500000US39029,"Columbiana County, Ohio",county,2011,percent_high_school_graduate_or_higher,85.7
0500000US39029,"Columbiana County, Ohio",county,2012,percent_high_school_graduate_or_higher,86.2
0500000US37047,"Columbus County, North Carolina",county,2016,percent_high_school_graduate_or_higher,80.7
0500000US37047,"Columbus County, North Carolina",county,2015,percent_high_school_graduate_or_higher,79.6
0500000US37047,"Columbus County, North Carolina",county,2014,percent_high_school_graduate_or_higher,79.6
0500000US06011,"Colusa County, California",county,2015,percent_high_school_graduate_or_higher,68.2
0500000US06011,"Colusa County, California",county,2016,percent_high_school_graduate_or_higher,68.1
0500000US06011,"Colusa County, California",county,2010,percent_high_school_graduate_or_higher,70.5
0500000US06011,"Colusa County, California",county,2011,percent_high_school_graduate_or_higher,70.5
0500000US48091,"Comal County, Texas",county,2015,percent_high_school_graduate_or_higher,90.5
0500000US48091,"Comal County, Texas",county,2016,percent_high_school_graduate_or_higher,91.5
0500000US48091,"Comal County, Texas",county,2011,percent_high_school_graduate_or_higher,88.9
0500000US20033,"Comanche County, Kansas",county,2015,percent_high_school_graduate_or_higher,91.7
0500000US20033,"Comanche County, Kansas",county,2011,percent_high_school_graduate_or_higher,88.5
0500000US40031,"Comanche County, Oklahoma",county,2015,percent_high_school_graduate_or_higher,89.3
0500000US40031,"Comanche County, Oklahoma",county,2016,percent_high_school_graduate_or_higher,89.6
0500000US40031,"Comanche County, Oklahoma",county,2011,percent_high_school_graduate_or_higher,89
0500000US48093,"Comanche County, Texas",county,2015,percent_high_school_graduate_or_higher,78.7
0500000US72045,"Comerí_o Municipio, Puerto Rico",county,2012,percent_high_school_graduate_or_higher,60.1
0500000US72045,"Comerio Municipio, Puerto Rico",county,2015,percent_high_school_graduate_or_higher,62.2
0500000US72045,"Comerio Municipio, Puerto Rico",county,2016,percent_high_school_graduate_or_higher,61.8
0500000US48095,"Concho County, Texas",county,2016,percent_high_school_graduate_or_higher,61.4
0500000US48095,"Concho County, Texas",county,2015,percent_high_school_graduate_or_higher,63.2
0500000US48095,"Concho County, Texas",county,2010,percent_high_school_graduate_or_higher,71.7
0500000US22029,"Concordia Parish, Louisiana",county,2016,percent_high_school_graduate_or_higher,77.1
0500000US22029,"Concordia Parish, Louisiana",county,2015,percent_high_school_graduate_or_higher,76.4
0500000US01035,"Conecuh County, Alabama",county,2015,percent_high_school_graduate_or_higher,78.1
0500000US01035,"Conecuh County, Alabama",county,2016,percent_high_school_graduate_or_higher,79.4
0500000US01035,"Conecuh County, Alabama",county,2014,percent_high_school_graduate_or_higher,76
0500000US08021,"Conejos County, Colorado",county,2015,percent_high_school_graduate_or_higher,84.7
0500000US08021,"Conejos County, Colorado",county,2010,percent_high_school_graduate_or_higher,81.4
0500000US08021,"Conejos County, Colorado",county,2011,percent_high_school_graduate_or_higher,82
0500000US06013,"Contra Costa County, California",county,2016,percent_high_school_graduate_or_higher,89.1
0500000US06013,"Contra Costa County, California",county,2010,percent_high_school_graduate_or_higher,88.4
0500000US06013,"Contra Costa County, California",county,2014,percent_high_school_graduate_or_higher,88.9
0500000US56009,"Converse County, Wyoming",county,2015,percent_high_school_graduate_or_higher,91.3
0500000US56009,"Converse County, Wyoming",county,2016,percent_high_school_graduate_or_higher,90.2
0500000US56009,"Converse County, Wyoming",county,2011,percent_high_school_graduate_or_higher,91.8
0500000US05029,"Conway County, Arkansas",county,2016,percent_high_school_graduate_or_higher,85
0500000US05029,"Conway County, Arkansas",county,2012,percent_high_school_graduate_or_higher,83
0500000US13075,"Cook County, Georgia",county,2015,percent_high_school_graduate_or_higher,75.2
0500000US13075,"Cook County, Georgia",county,2016,percent_high_school_graduate_or_higher,76.4
0500000US13075,"Cook County, Georgia",county,2010,percent_high_school_graduate_or_higher,72.2
0500000US17031,"Cook County, Illinois",county,2016,percent_high_school_graduate_or_higher,85.8
0500000US17031,"Cook County, Illinois",county,2015,percent_high_school_graduate_or_higher,85.3
0500000US17031,"Cook County, Illinois",county,2012,percent_high_school_graduate_or_higher,84.1
0500000US17031,"Cook County, Illinois",county,2010,percent_high_school_graduate_or_higher,83.2
0500000US27031,"Cook County, Minnesota",county,2015,percent_high_school_graduate_or_higher,95.6
0500000US27031,"Cook County, Minnesota",county,2016,percent_high_school_graduate_or_higher,95.6
0500000US27031,"Cook County, Minnesota",county,2010,percent_high_school_graduate_or_higher,93
0500000US48097,"Cooke County, Texas",county,2015,percent_high_school_graduate_or_higher,87.1
0500000US48097,"Cooke County, Texas",county,2016,percent_high_school_graduate_or_higher,86.1
0500000US29053,"Cooper County, Missouri",county,2015,percent_high_school_graduate_or_higher,88.1
0500000US29053,"Cooper County, Missouri",county,2016,percent_high_school_graduate_or_higher,89
0500000US29053,"Cooper County, Missouri",county,2014,percent_high_school_graduate_or_higher,87.7
0500000US33007,"Coos County, New Hampshire",county,2016,percent_high_school_graduate_or_higher,87.9
0500000US33007,"Coos County, New Hampshire",county,2015,percent_high_school_graduate_or_higher,87.3
0500000US33007,"Coos County, New Hampshire",county,2010,percent_high_school_graduate_or_higher,84.8
0500000US33007,"Coos County, New Hampshire",county,2011,percent_high_school_graduate_or_higher,84.5
0500000US33007,"Coos County, New Hampshire",county,2012,percent_high_school_graduate_or_higher,84.4
0500000US41011,"Coos County, Oregon",county,2015,percent_high_school_graduate_or_higher,89.1
0500000US41011,"Coos County, Oregon",county,2016,percent_high_school_graduate_or_higher,88.9
0500000US41011,"Coos County, Oregon",county,2011,percent_high_school_graduate_or_higher,87.4
0500000US41011,"Coos County, Oregon",county,2014,percent_high_school_graduate_or_higher,88.6
0500000US41011,"Coos County, Oregon",county,2012,percent_high_school_graduate_or_higher,87.8
0500000US01037,"Coosa County, Alabama",county,2016,percent_high_school_graduate_or_higher,72.9
0500000US01037,"Coosa County, Alabama",county,2015,percent_high_school_graduate_or_higher,74.1
0500000US01037,"Coosa County, Alabama",county,2011,percent_high_school_graduate_or_higher,76.2
0500000US01037,"Coosa County, Alabama",county,2012,percent_high_school_graduate_or_higher,75.8
0500000US01037,"Coosa County, Alabama",county,2014,percent_high_school_graduate_or_higher,75.9
0500000US28029,"Copiah County, Mississippi",county,2016,percent_high_school_graduate_or_higher,77.9
0500000US28029,"Copiah County, Mississippi",county,2015,percent_high_school_graduate_or_higher,79.5
0500000US28029,"Copiah County, Mississippi",county,2011,percent_high_school_graduate_or_higher,79.9
0500000US28029,"Copiah County, Mississippi",county,2010,percent_high_school_graduate_or_higher,76.5
0500000US72047,"Corozal Municipio, Puerto Rico",county,2016,percent_high_school_graduate_or_higher,68.6
0500000US72047,"Corozal Municipio, Puerto Rico",county,2015,percent_high_school_graduate_or_higher,68.6
0500000US72047,"Corozal Municipio, Puerto Rico",county,2011,percent_high_school_graduate_or_higher,63.1
0500000US46031,"Corson County, South Dakota",county,2016,percent_high_school_graduate_or_higher,81.6
0500000US46031,"Corson County, South Dakota",county,2015,percent_high_school_graduate_or_higher,82.1
